NGO0382	6798	10594	9074	7763	9337
NGO0383	774	1056	1332	1017	1084
NGO0384	1279	1737	1890	1588	1652
NGO0385	2417	4326	5438	3006	4328
NGO0386	1385	1333	1440	1452	1529
NGO0387	2133	2115	2131	2046	2233
NGO0388	2422	2417	2117	2499	2511
NGO0389	1084	1004	1102	1028	1022
NGO0390	456	457	747	380	436
NGO0391	629	740	1117	583	673
NGO0392	751	695	1226	588	649
NGO0393	1158	1552	1832	953	1415
NGO0394	1866	2494	2391	1649	1717
NGO0395	1523	1944	2720	1581	1282
NGO0397	6502	9287	8612	6166	7413
NGO0398	7840	8312	8028	5793	7429
NGO0399	2444	3347	3825	4094	3245
NGO0400	1530	2827	2785	1722	2966
NGO0401	1485	2103	1810	1300	2250
NGO0402	1589	1817	2079	1162	2054
NGO0403	1564	1862	1919	1386	2067
NGO0404	832	791	1188	694	555
NGO0405	663	707	992	663	524
NGO0407	2142	2833	2774	2283	2160
NGO0408	2130	2361	2178	1776	2770
NGO0409	213	204	238	242	230
NGO0410	15096	37305	25847	35734	36743
NGO0411	877	922	945	738	1057
NGO0412	1116	1831	1740	1662	1481
NGO0413	1742	2345	1981	1272	1744
NGO0414	2102	3648	2918	1734	2085
NGO0415	4780	7542	6319	4716	4907
NGO0416	2034	2732	2048	1971	2273
NGO0417	399	331	510	363	529
NGO0418	19	25	73	51	15
NGO0419	89	161	162	123	184
NGO0420	1101	1144	1620	1711	1560
NGO0421	887	1320	1286	917	963
NGO0423	2235	3128	2966	2245	1965
NGO0424	4625	6436	6633	4469	4179
NGO0425	1619	1619	1884	1388	1426
NGO0426	2959	4545	4411	3778	3648
NGO0427	56	83	69	77	79
NGO0433	497	815	1038	685	623
NGO0434	549	990	948	557	709
NGO0435	1045	1362	1871	1183	1287
NGO0436	2437	3235	4051	3593	2417
NGO0437	2388	3359	3129	2577	2309
NGO0439	657	789	1507	598	804
NGO0440	1702	6985	6803	4309	3482
NGO0441	8252	10610	13015	10878	6488
NGO0442	6468	11381	9188	7595	7651
NGO0443	408	758	591	522	614
NGO0444	1547	3843	3259	2053	2997
NGO0445	24	48	95	25	37
NGO0446	60	80	183	44	26
NGO0448	48	57	121	73	85
NGO0449	1623	2438	1786	2121	2606
NGO0451	4428	6491	6297	4541	5254
NGO0456	1574	3338	2803	2376	3346
NGO0459	1560	1456	2147	2078	1577
NGO0460	3325	4301	3406	3074	3558
NGO0461	1380	1673	1659	1508	2022
NGO0462	727	958	1758	1023	795
NGO0463	51	39	26	42	63
NGO0464	102	85	67	76	106
NGO0476	755	669	555	609	1049
NGO0478	992	1132	760	817	1474
NGO0479	1018	1314	858	778	1719
NGO0489	49	14	31	15	10
NGO0491	50	31	62	37	38
NGO0494	91	60	61	56	27
NGO0495	885	336	310	374	270
NGO0496	304	164	85	100	112
NGO0497	484	141	114	200	93
NGO0498	543	170	96	193	112
NGO0499	110	14	14	17	12
NGO0500	194	25	19	50	23
NGO0502	150	35	50	37	37
NGO0503	108	43	45	61	35
NGO0504	64	20	25	24	12
NGO0505	20	4	13	2	0
NGO0506	105	21	18	37	10
NGO0507	57	18	7	29	27
NGO0508	34	5	14	17	2
NGO0509	1359	2518	1738	1266	2352
NGO0510	1160	423	354	539	418
NGO0511	67	51	52	49	65
NGO0513	17	6	23	13	7
NGO0514	11	8	12	3	4
NGO0516	2876	2891	3018	1889	2804
NGO0517	544	232	1117	400	212
NGO0518	72	32	46	59	37
NGO0519	108	56	59	49	58
NGO0521	28	5	7	12	5
NGO0522	292	148	104	126	136
NGO0523	1972	2230	3740	3108	1845
NGO0524	663	756	710	676	987
NGO0526	4631	5965	6491	5000	4234
NGO0528	170	208	203	179	218
NGO0529	372	482	464	374	393
NGO0530	1643	1599	1489	1369	1070
NGO0532	355	207	398	271	191
NGO0533	114	81	120	64	64
NGO0534	184	137	230	147	110
NGO0537	340	328	483	363	387
NGO0537a	2143	3437	2881	2306	3475
NGO0539	2381	2434	2627	1724	2146
NGO0541	446	429	603	297	273
NGO0542	483	303	688	396	280
NGO0543	1135	1039	1302	813	852
NGO0544	501	429	571	337	331
NGO0545	2158	2596	2249	1790	2048
NGO0546	2988	3604	3269	3131	2944
NGO0547	1622	1547	1888	1485	1506
NGO0548	1456	1063	1124	976	1304
NGO0549	1087	812	1018	812	1064
NGO0550	289	565	505	400	450
NGO0551	184	610	578	218	357
NGO0552	322	628	699	434	479
NGO0553	751	1019	1116	766	926
NGO0554	545	1497	927	511	4702
NGO0555	165	328	289	133	497
NGO0556	1445	2376	1370	1327	2295
NGO0558	283	564	475	326	527
NGO0559	181	229	167	127	208
NGO0561	4980	8307	5659	5888	8373
NGO0562	20309	30007	25606	17501	26805
NGO0564	21884	28336	23223	16993	26160
NGO0565	39565	64878	48784	31851	66124
NGO0566	6167	7787	6244	5543	6856
NGO0567	354	289	530	454	359
NGO0568	238	133	288	161	166
NGO0569	324	164	382	185	180
NGO0570	706	701	884	746	802
NGO0571	5190	6463	7144	5619	6772
NGO0572	3952	5724	5012	3893	5100
NGO0573	1489	1542	2075	1354	1922
NGO0574	2904	3717	3623	2553	4522
NGO0575	910	1371	1695	1102	988
NGO0578	627	616	869	499	619
NGO0579	1411	1669	1730	1166	1700
NGO0580	8666	11245	9946	8977	10763
NGO0581	8834	13638	8693	10398	10371
NGO0583	5711	6225	5548	5609	4793
NGO0584	9850	14336	11779	9163	10190
NGO0585	314	195	363	229	288
NGO0586	641	581	770	638	799
NGO0588	1963	3299	2297	2215	2111
NGO0589	1362	1551	1826	1835	1221
NGO0590	4900	5916	6139	4211	3983
NGO0590a	10	7	5	10	5
NGO0592	18164	26175	19177	18289	24192
NGO0593	1948	2619	2237	2081	2078
NGO0594	3675	4193	3963	2952	3653
NGO0595	1224	1143	1422	995	1337
NGO0596	2728	2742	3251	2148	3120
NGO0597	957	1019	1000	786	1156
NGO0598	3340	3219	3546	2959	3391
NGO0600	199	349	442	257	282
NGO0602	21	39	26	38	29
NGO0603	5562	5556	6884	5144	4582
NGO0604	66327	121287	81549	65964	97103
NGO0605	398	440	606	333	389
NGO0606	1621	1680	2735	2272	891
NGO0607	966	1179	999	1022	1210
NGO0608	5024	6048	6877	4439	7688
NGO0609	637	629	773	493	914
NGO0610	718	626	847	657	879
NGO0611	931	944	1071	736	1062
NGO0614	8451	12327	11771	8963	11039
NGO0615	2578	4161	3884	2596	3772
NGO0616	2264	1950	1562	2014	2300
NGO0617	5818	6759	5374	4977	7177
NGO0618	1564	2013	1393	1696	2030
NGO0619	2715	3023	2862	2210	2624
NGO0620	865	843	1288	950	747
NGO0623	2345	3575	2992	2081	3303
NGO0624	2416	3429	2985	1919	3377
NGO0626	1816	1941	1876	1415	2160
NGO0627	1113	1063	1360	884	1132
NGO0628	407	622	406	400	576
NGO0629	8655	9526	11266	7592	9441
NGO0630	425	611	930	657	466
NGO0632	1238	1511	2448	1708	1408
NGO0633	1374	1891	2542	1338	1649
NGO0635	483	1327	952	844	956
NGO0636	4794	5259	9200	4778	4836
NGO0637	833	1154	2238	1080	986
NGO0639	6012	15429	15795	9644	18768
NGO0640	588	1123	1059	796	749
NGO0641	243	207	280	289	236
NGO0642	670	602	883	460	534
NGO0643	383	449	420	307	421
NGO0644	309	318	431	327	341
NGO0645	3147	3036	2535	2700	3195
NGO0646	1712	1488	1291	1368	2041
NGO0647	307	366	475	354	458
NGO0648	2133	2129	2767	3021	1991
NGO0649	33	39	31	23	29
NGO0650	22435	39714	41108	32321	17476
NGO0651	238	223	183	196	185
NGO0652	5189	5939	4489	9873	8778
NGO0653	70	60	74	72	51
NGO0654	1806	1743	1684	1848	2073
NGO0655	1564	2196	1662	1389	2091
NGO0656	3954	5362	2895	3250	5333
NGO0657	1468	3116	2972	1625	2386
NGO0658	232	122	284	217	194
NGO0659	702	961	1218	813	630
NGO0660	4886	6659	5671	3920	5506
NGO0661	1749	2334	1830	1323	1712
NGO0662	3026	3697	4359	2372	3577
NGO0663	327	531	604	324	536
NGO0664	1279	1833	2664	1679	1972
NGO0665	3264	5544	5222	3177	4844
NGO0666	218	329	217	200	249
NGO0668	1120	1138	1502	895	968
NGO0669	592	785	966	456	544
NGO0670	786	848	1252	589	708
NGO0671	1327	1898	1776	1524	1349
NGO0674	5358	6787	5649	3995	5697
NGO0675	1176	1142	1008	709	1079
NGO0676	2948	3309	2162	1857	3403
NGO0677	1111	1510	1641	865	1544
NGO0678	287	139	478	229	207
NGO0679	5070	5271	6207	3761	6311
NGO0680	2420	2764	2196	2071	2996
NGO0681	365	409	732	361	372
NGO0682	1145	1305	1263	894	1140
NGO0683	993	1181	1542	728	766
NGO0684	1220	1130	1277	733	884
NGO0685	1195	1187	1770	1111	875
NGO0687	2140	1925	2056	1820	2508
NGO0688	1976	1784	1613	1224	1534
NGO0689	4532	4153	4040	3184	4297
NGO0690	2083	2224	2040	1844	2315
NGO0694	1260	3276	2957	2016	2376
NGO0696	655	626	748	638	773
NGO0697	1116	1148	1683	1110	1433
NGO0702	1192	1466	1218	1416	1590
NGO0704	828	1063	1613	936	826
NGO0710	326	249	254	222	283
NGO0711	169	211	190	158	213
NGO0712	2	19	20	13	15
NGO0713	1231	1479	2403	1556	1918
NGO0714	5169	8721	11448	5752	8089
NGO0715	6926	12405	9719	7571	13873
NGO0716	2746	2680	3605	2029	3675
NGO0717	4094	3819	4557	2655	5343
NGO0718	2476	2276	3475	1969	2839
NGO0719	2205	2917	3352	1819	3085
NGO0721	513	623	827	444	456
NGO0727	2	9	7	5	3
NGO0729	83	81	207	86	31
NGO0730	645	920	611	505	876
NGO0732	2247	2679	3053	2266	2855
NGO0734	522	874	782	537	923
NGO0736	55	136	47	93	77
NGO0738	151	187	289	163	133
NGO0739	1877	1652	2130	1603	1061
NGO0740	533	342	761	476	255
NGO0741	4813	5124	6574	4493	5536
NGO0742	1981	1863	1698	1704	1428
NGO0743	1463	1683	1900	1033	1301
NGO0744	875	963	1395	688	1073
NGO0745	70	33	100	31	30
NGO0746	461	425	682	353	488
NGO0747	307	264	454	270	299
NGO0748	275	245	389	261	264
NGO0751	121	223	212	178	189
NGO0752	201	214	247	174	238
NGO0753	977	1156	1319	1036	1141
NGO0754	125	116	153	122	97
NGO0755	673	624	697	856	627
NGO0756	588	508	639	465	460
NGO0757	3458	3631	3903	4450	4285
NGO0758	2323	4600	2367	1795	3225
NGO0760	403	544	753	440	399
NGO0761	354	423	636	387	332
NGO0763	1523	2388	1804	1253	1510
NGO0764	7579	9780	8661	7683	9612
NGO0765	608	455	523	540	588
NGO0766	4232	4859	4756	4092	5120
NGO0767	409	478	555	393	390
NGO0769	2531	3652	3972	2898	3747
NGO0770	1123	2036	1717	1145	1784
NGO0771	3313	5397	4332	3119	4603
NGO0773	1257	2246	1752	1519	1795
NGO0775	8042	8366	9320	6663	7376
NGO0777	19754	19168	22532	29341	25055
NGO0778	667	653	688	652	582
NGO0779	2896	3616	3129	2376	3201
NGO0781	3550	4753	4324	3473	3926
NGO0783	958	1350	1191	1109	1395
NGO0786	259	423	358	335	388
NGO0794	810	1005	1018	885	974
NGO0795	766	850	695	762	795
NGO0797	120	40	120	52	45
NGO0798	439	370	455	259	357
NGO0799	6655	8304	8001	6540	8716
NGO0801	3744	5358	4671	4193	4610
NGO0803	10755	21114	19780	12476	12862
NGO0804	389	321	435	339	442
NGO0805	114	115	197	111	103
NGO0806	71	78	71	60	86
NGO0809	2997	3600	3190	2506	3458
NGO0812	590	710	742	687	603
NGO0813	2559	3069	2933	2119	2066
NGO0815	4090	4847	4335	2862	4484
NGO0816	56	41	177	40	42
NGO0818	84	213	144	101	176
NGO0819	801	1280	1327	716	1147
NGO0820	914	1882	1841	955	915
NGO0821	6441	9305	8297	7010	7293
NGO0822	213	204	173	234	245
NGO0823	1285	2392	1985	1546	1808
NGO0825	1542	2138	1835	1353	1320
NGO0826	1327	1829	2397	1486	1203
NGO0827	1347	2041	1653	1129	1225
NGO0829	6114	8548	10056	5565	5194
NGO0830	1946	1615	1909	1598	1534
NGO0831	1013	720	1075	542	741
NGO0832	1219	935	1031	706	1068
NGO0834	1988	1950	1866	1324	1929
NGO0835	1674	1538	1477	1315	1610
NGO0841	342	466	625	385	387
NGO0842	604	798	722	450	871
NGO0844	1174	1564	1082	1093	1992
NGO0845	1014	517	673	631	681
NGO0846	919	555	709	677	708
NGO0847	1475	1613	1667	1458	2705
NGO0848	3056	1905	3082	2343	6235
NGO0850	976	1510	1234	974	1758
NGO0851	2917	2971	2584	2184	2981
NGO0852	114	97	179	127	84
NGO0853	55	33	47	51	43
NGO0857	168	128	339	184	154
NGO0858	552	448	555	544	513
NGO0859	210	196	297	204	186
NGO0861	1411	775	2056	1411	1311
NGO0862	1807	1985	2083	1847	2148
NGO0863	2046	1015	2067	1776	1547
NGO0865	206	446	431	265	555
NGO0866	2810	4130	3155	2328	5517
NGO0867	389	611	562	503	708
NGO0868	108	154	167	102	133
NGO0869	394	481	535	385	454
NGO0870	1690	2213	1833	1351	1888
NGO0872	2228	3237	3338	2140	2886
NGO0873	1433	2534	1749	1433	1992
NGO0874	1184	1704	1349	1051	1400
NGO0875	2294	2416	2856	2007	2163
NGO0876	158	126	304	133	135
NGO0880	108	458	563	171	246
NGO0881	179	405	261	182	360
NGO0885	18	75	38	31	13
NGO0886	115	231	215	110	73
NGO0887	102	160	230	124	94
NGO0888	434	524	768	352	363
NGO0890	3341	4100	5676	3221	2893
NGO0891	974	1742	1428	1177	1297
NGO0893	7162	9211	7503	5445	7759
NGO0894	556	639	685	504	469
NGO0895	54	105	110	112	135
NGO0896	28	24	45	31	18
NGO0899	3283	6722	5330	5142	3472
NGO0900	1418	1372	1171	998	1250
NGO0901	69	90	158	98	78
NGO0902	232	265	436	215	299
NGO0903	430	507	604	401	492
NGO0904	2894	2059	2532	2091	1655
NGO0905	2315	2000	1642	1328	1476
NGO0906	5800	5129	5087	4171	4383
NGO0907	140	153	142	134	152
NGO0908	20	13	33	21	22
NGO0909	195	437	243	187	371
NGO0912	7263	12332	8232	6049	10829
NGO0913	5270	13811	7078	4471	9485
NGO0914	495	1399	1077	527	913
NGO0915	11056	21314	13667	10077	15566
NGO0916	7457	15931	8026	6816	12138
NGO0917	21893	35840	24107	18234	27315
NGO0918	12066	14425	11032	9199	13592
NGO0919	1163	1083	1075	679	1030
NGO0920	2770	3626	3571	2241	2687
NGO0921	7314	14266	10044	6711	9345
NGO0922	199	252	377	224	196
NGO0923	1124	1117	941	811	1031
NGO0925	8967	8590	8473	10326	6901
NGO0926	26534	44505	29231	33376	35950
NGO0928	22284	42006	30145	23393	43871
NGO0929	6833	10859	8734	6333	9819
NGO0930	550	641	691	680	475
NGO0933	1523	1213	1864	1563	1509
NGO0934	447	432	526	357	517
NGO0936	5149	9023	5980	6699	7414
NGO0937	716	639	849	576	774
NGO0938	97	63	140	113	115
NGO0940	87	155	215	109	71
NGO0941	51	78	160	69	44
NGO0942	52	57	142	38	19
NGO0942a	1177	1475	1598	1166	1343
NGO0947	2440	3361	4485	2764	4157
NGO0948	5369	7298	6372	5136	8647
NGO0949	295	302	411	294	442
NGO0952	4747	7739	10707	6222	4563
NGO0956	3206	3024	2848	2767	2915
NGO0958	430	620	593	510	491
NGO0959	2477	2498	1919	2443	3602
NGO0960	528	714	893	650	386
NGO0961	311	514	543	369	256
NGO0962	1043	1520	1567	924	1330
NGO0963	3603	4223	4057	3125	3575
NGO0968	1575	1754	2343	1897	1641
NGO0969	223	207	322	135	134
NGO0970	755	896	981	782	863
NGO0971	378	416	515	298	395
NGO0972	771	610	788	561	568
NGO0973	617	841	904	581	931
NGO0974	1193	1534	1510	1144	1473
NGO0975	0	3	5	1	0
NGO0976	189	187	306	222	236
NGO0977	6112	15054	9007	6742	12301
NGO0978	11219	17619	19485	17210	16541
NGO0979	276	276	373	340	325
NGO0980	341	749	849	491	643
NGO0981	4844	11332	7159	8653	11757
NGO0984	464	530	663	459	446
NGO0986	1082	1940	2162	1721	1207
NGO0987	2290	4306	7175	4361	2472
NGO0988	2224	2823	2238	2124	3013
NGO0990	692	704	967	674	518
NGO0991	981	1151	1235	879	818
NGO0992	317	375	330	245	217
NGO0993	425	454	466	369	378
NGO0994	6805	6813	6554	6848	7542
NGO0995	735	864	956	754	1008
NGO0996	8616	11907	12559	7669	10965
NGO0998	1699	2988	3476	1904	2331
NGO0999	2097	4970	5635	2594	4274
NGO1001	79	106	132	97	63
NGO1002	13	6	25	6	8
NGO1005	515	625	793	572	536
NGO1009	140	139	213	170	150
NGO1010	393	668	472	402	480
NGO1011	238	286	330	232	303
NGO1012	700	1473	948	998	1490
