NGO0340	67979	65764	28989	24036	53867	37926
NGO0343	3649	5686	2874	2582	2332	3765
NGO0344	16037	19292	13127	8691	9520	15055
NGO0345	3050	6447	3174	2485	1491	5216
NGO0346	26123	72721	26423	21435	25731	38384
NGO0347	9105	21520	8891	8830	10589	10480
NGO0348	2189	2218	1658	1346	1952	1627
NGO0349	6946	8512	6434	3874	5394	6803
NGO0350	346	320	326	378	321	242
NGO0351	9006	15637	8515	4503	4139	15549
NGO0353	2274	4704	1899	2177	1911	4554
NGO0354	1605	2641	1524	1262	705	2736
NGO0355	2166	3937	2560	1132	1285	1958
NGO0356	951	1690	1152	706	677	1021
NGO0357	1387	2483	1512	695	675	2175
NGO0358	1296	1635	1258	669	856	1172
NGO0359	1106	1243	947	975	919	958
NGO0360	8353	13364	7234	5203	5126	9646
NGO0361	6633	8268	5494	3386	5080	6531
NGO0362	6453	4384	4589	1979	3973	3954
NGO0363	8471	12768	8287	2962	5293	10786
NGO0364	2481	3498	2710	946	1598	2730
NGO0365	4008	6132	4396	1741	2415	4994
NGO0372	25333	31427	17776	10767	18072	16170
NGO0373	4675	4202	2837	2065	3486	2473
NGO0374	7317	8823	4902	4239	4665	4609
NGO0375	8444	17316	6506	5565	7403	16766
NGO0376	9452	12372	10669	6444	4730	14354
NGO0377	3155	6401	2914	1775	2876	3747
NGO0378	175	106	121	118	122	164
NGO0379	1617	2174	1385	772	823	1975
NGO0380	105	80	140	158	101	108
NGO0381	1401	935	1157	706	721	972
NGO0382	23714	24684	20251	11417	14762	19073
NGO0383	1557	3050	1662	1435	1047	1983
NGO0384	3138	5812	3427	2337	2382	4138
NGO0385	8139	21739	8063	8560	7586	11799
NGO0386	4438	8281	4754	2886	2899	7396
NGO0387	3562	6618	2873	2734	2240	6158
NGO0388	6063	13132	5602	3811	3914	10022
NGO0389	2493	3914	2286	1481	1469	3939
NGO0390	1393	1421	1277	787	687	1215
NGO0391	1600	2624	2012	1546	646	1926
NGO0392	1580	1939	1402	1139	716	1654
NGO0393	4290	4331	3755	2228	2680	3677
NGO0394	3596	4728	3276	2428	2394	4049
NGO0395	2506	4160	2607	2033	2305	2061
NGO0397	18912	22771	17572	10475	15656	12238
NGO0398	17121	24227	12910	8731	14042	18156
NGO0399	8883	8627	8602	5397	2988	7274
NGO0400	5248	12079	4719	4186	4232	8193
NGO0401	3140	4610	2701	1683	2821	3018
NGO0402	2922	4856	2329	1873	2693	3217
NGO0403	4042	5286	3164	1900	2277	5256
NGO0404	1682	1753	1205	807	839	1887
NGO0405	1458	1981	1312	682	1004	2048
NGO0407	5311	8623	4566	2912	3834	7364
NGO0408	5405	7299	4387	3461	3018	6002
NGO0409	554	733	645	473	277	617
NGO0410	78411	105636	79004	25357	24101	64780
NGO0411	2743	3695	2444	1684	1519	2625
NGO0412	3412	6989	3974	2872	1751	4702
NGO0413	4196	6310	3800	2427	2718	4493
NGO0414	3829	6524	3357	2715	3206	5073
NGO0415	8213	14050	7191	6422	5152	9521
NGO0416	4867	8474	3816	2722	2631	5845
NGO0417	1135	2020	1167	834	708	1787
NGO0418	68	114	79	83	22	46
NGO0419	314	353	285	199	171	341
NGO0420	2771	5146	3293	1987	1395	3217
NGO0421	2119	3231	1807	1015	1066	3327
NGO0423	6114	5735	5163	2133	3534	5261
NGO0424	8243	10011	6859	5158	5036	7910
NGO0425	3494	4559	3011	1920	2474	4419
NGO0426	7504	13410	6948	5133	5525	9452
NGO0427	173	461	229	127	93	301
NGO0433	1098	2588	1173	1104	830	1798
NGO0434	1814	1837	1461	929	1047	1847
NGO0435	2537	3547	2306	1442	1385	3174
NGO0436	4674	10220	4265	3712	2777	5931
NGO0437	6526	10611	5334	3388	4614	7404
NGO0439	1268	2355	1367	1358	664	1456
NGO0440	10342	13184	9946	7181	3275	3863
NGO0441	20130	33224	16960	11493	9135	23672
NGO0442	32810	19492	20416	8917	23856	17929
NGO0443	1414	2095	1361	611	665	1658
NGO0444	4014	9350	3572	2918	3693	4684
NGO0445	142	106	139	110	65	76
NGO0446	94	131	100	149	59	82
NGO0448	195	895	344	321	221	526
NGO0449	7389	18035	9729	4138	3508	13138
NGO0451	10790	19636	11318	7431	5949	11656
NGO0456	7173	13304	9127	4267	4477	9535
NGO0459	3095	7954	3491	2503	1597	6043
NGO0460	8815	13230	7768	4337	5528	11507
NGO0461	4628	7315	4775	2415	2251	8097
NGO0462	1639	2924	1995	1255	1277	1203
NGO0463	132	269	128	62	72	183
NGO0464	233	386	273	137	188	194
NGO0476	2267	5959	2692	1944	1244	4625
NGO0478	1702	3571	3188	1508	1137	2113
NGO0479	2151	6135	2795	1837	1444	2854
NGO0489	35	61	32	30	20	54
NGO0491	74	339	94	122	43	173
NGO0494	54	129	48	60	24	121
NGO0495	773	1310	415	359	317	1253
NGO0496	436	825	206	128	166	891
NGO0497	467	663	201	113	213	675
NGO0498	466	584	203	132	202	774
NGO0499	78	84	21	35	22	86
NGO0500	94	114	46	34	57	163
NGO0502	95	139	41	48	34	206
NGO0503	84	168	81	60	42	174
NGO0504	55	72	49	33	18	77
NGO0505	9	21	5	15	4	16
NGO0506	55	74	29	31	46	130
NGO0507	65	72	38	30	12	86
NGO0508	21	36	4	10	12	36
NGO0509	5114	13329	6806	5797	4105	9625
NGO0510	1217	1751	712	425	515	1823
NGO0511	233	496	264	144	262	431
NGO0513	21	39	30	29	34	46
NGO0514	21	21	14	14	21	18
NGO0516	5295	8011	5156	4511	4031	5271
NGO0517	925	1735	968	2314	637	1169
NGO0518	108	223	116	118	81	192
NGO0519	195	245	129	101	116	221
NGO0521	11	32	14	17	7	32
NGO0522	390	531	218	175	168	517
NGO0523	3714	9414	4597	3034	1677	8280
NGO0524	1703	4164	2009	1734	1090	2968
NGO0526	12590	26850	12146	6144	7300	27402
NGO0528	360	842	338	232	282	731
NGO0529	1096	1999	936	787	829	1537
NGO0530	3982	4383	3366	1754	2868	3472
NGO0532	466	688	411	376	229	596
NGO0533	249	338	220	175	144	289
NGO0534	465	865	438	458	339	765
NGO0537	955	1704	1015	832	520	1636
NGO0537a	3981	8739	4618	3148	2803	6317
NGO0539	4900	8196	4547	3289	3121	5990
NGO0541	654	1025	665	461	463	793
NGO0542	698	1377	730	724	273	1114
NGO0543	2465	2796	2169	1257	1652	2406
NGO0544	812	873	734	371	540	722
NGO0545	5066	4929	4625	1974	2667	5585
NGO0546	5807	8872	5250	3137	3841	9467
NGO0547	3159	3976	2689	1869	2035	3761
NGO0548	3093	5130	2740	2020	1792	4021
NGO0549	1580	2853	1603	1380	1047	2187
NGO0550	676	1689	750	647	529	928
NGO0551	683	1662	479	938	567	886
NGO0552	944	2020	828	841	814	1100
NGO0553	1488	2253	1498	1026	896	1788
NGO0554	6432	8996	9063	4227	6692	7035
NGO0555	761	592	784	390	550	381
NGO0556	3131	3895	2050	1422	2127	3915
NGO0558	917	2118	918	760	506	1186
NGO0559	240	457	261	207	206	345
NGO0561	16720	22784	17149	7717	9744	13450
NGO0562	54835	54749	32575	17083	50527	36627
NGO0564	50607	55249	24123	15935	51203	37762
NGO0565	130670	128106	71308	45119	115434	95657
NGO0566	16626	22859	12947	8437	13564	19065
NGO0567	643	1917	719	433	311	1249
NGO0568	502	940	651	856	435	1025
NGO0569	739	1672	905	1518	496	1493
NGO0570	2008	4128	2864	2119	1089	3916
NGO0571	10432	20348	10815	8167	5773	15974
NGO0572	10438	12979	9809	6239	8528	10654
NGO0573	3007	3521	2710	1751	1784	3993
NGO0574	16474	21895	16068	7257	10732	18700
NGO0575	3136	3286	2443	1569	1177	2701
NGO0578	1253	2020	1283	868	665	2257
NGO0579	2669	4974	2867	2125	2174	3250
NGO0580	19266	30162	15375	10529	11656	26063
NGO0581	23265	28372	18233	8902	13919	21351
NGO0583	9316	10963	7500	3863	4465	8539
NGO0584	20441	21300	14905	9967	20143	16820
NGO0585	671	1090	714	643	296	1035
NGO0586	2340	3701	2213	1470	1504	3171
NGO0588	3519	6102	3402	1813	1870	3703
NGO0589	3876	7543	3373	2682	1711	6477
NGO0590	8574	11863	7189	5162	5454	8844
NGO0590a	28	36	36	18	29	47
NGO0592	49881	66364	41543	23116	37100	57132
NGO0593	8272	8566	6699	3190	4146	8220
NGO0594	7173	9326	5953	4016	5501	8947
NGO0595	3779	3364	3387	1810	2311	4063
NGO0596	6571	10297	6140	4312	5010	7287
NGO0597	3510	5117	3784	1687	2345	4740
NGO0598	10113	16060	10579	5419	6114	12764
NGO0600	472	802	518	304	365	494
NGO0602	401	934	385	150	307	419
NGO0603	8915	7705	4358	4208	7650	7326
NGO0604	132825	137142	90588	58630	99043	123579
NGO0605	1020	1319	806	662	655	1217
NGO0606	3311	4465	3587	2270	2065	3072
NGO0607	1920	2729	1536	905	938	3855
NGO0608	13830	20216	12152	9804	7812	17931
NGO0609	1355	3135	1597	1350	2383	1982
NGO0610	1768	4198	2117	1570	1743	2527
NGO0611	2116	4019	2131	1625	1942	2566
NGO0614	29109	33516	24256	14030	16054	29319
NGO0615	9852	15790	8232	5409	7921	13636
NGO0616	9002	7584	6674	1837	4639	5550
NGO0617	46735	27308	35622	7200	34209	16228
NGO0618	5475	5109	4061	1395	2894	3415
NGO0619	5306	7594	4814	2905	2831	6267
NGO0620	1659	2494	1797	1493	610	2532
NGO0623	6522	8938	5574	3857	4189	5732
NGO0624	7896	10164	6794	4386	5141	5952
NGO0626	4226	6469	4416	2538	3086	4842
NGO0627	3188	3754	2938	1965	1705	3231
NGO0628	565	1492	678	424	553	685
NGO0629	21835	31750	21237	13233	13764	25573
NGO0630	410	649	372	513	275	622
NGO0632	2714	2754	2283	1735	1809	2286
NGO0633	2377	2580	1847	1642	2253	1978
NGO0635	761	953	975	404	537	614
NGO0636	4998	6416	4539	5155	4792	4921
NGO0637	650	1041	737	1202	397	831
NGO0639	14112	32398	15753	16851	15894	18686
NGO0640	1921	2715	2428	1028	1288	1773
NGO0641	1119	1481	1182	458	724	1164
NGO0642	1435	1769	1290	993	1075	1371
NGO0643	867	971	896	490	830	924
NGO0644	1247	1783	1477	896	778	1622
NGO0645	7757	12069	6538	4779	6325	9443
NGO0646	3070	8642	2795	2068	2672	7900
NGO0647	493	1190	591	441	191	1891
NGO0648	5265	12099	4725	4468	1479	14694
NGO0649	52	110	39	19	20	95
NGO0650	49876	30044	27943	16746	34707	11583
NGO0651	842	1181	666	371	521	891
NGO0652	10611	21780	10475	5296	3902	27550
NGO0653	158	487	157	173	109	376
NGO0654	5636	11831	4807	3928	2490	11499
NGO0655	2509	6451	2431	1321	1705	7290
NGO0656	7038	25703	4434	3052	5321	22394
NGO0657	4163	4610	2880	2112	2219	3807
NGO0658	614	2091	801	730	358	1362
NGO0659	2183	1405	1944	698	1141	1483
NGO0660	19305	17980	13978	8247	16942	14481
NGO0661	5578	3818	4399	2077	3903	3072
NGO0662	12833	10628	9570	5486	8921	7516
NGO0663	1271	1346	1622	1085	553	1148
NGO0664	2184	4705	2655	2363	2067	2119
NGO0665	5980	10265	5240	4493	4859	5618
NGO0666	1229	1954	1301	544	689	1697
NGO0668	2970	3364	2314	1716	1956	3231
NGO0669	1436	1588	1115	855	773	1243
NGO0670	2093	2185	1869	1201	1512	1333
NGO0671	6187	8477	5206	2935	3426	8149
NGO0674	11818	18609	8493	6335	8775	18545
NGO0675	1308	3223	1692	987	806	3220
NGO0676	3840	5903	4390	1698	2479	5834
NGO0677	2391	2059	2088	1448	1209	2074
NGO0678	1450	1248	1520	689	356	1420
NGO0679	7588	11854	8172	7310	5226	11493
NGO0680	5242	9144	4560	2958	4089	7760
NGO0681	577	1025	549	564	442	766
NGO0682	3105	4813	2685	1702	2187	3301
NGO0683	1597	2559	1436	1484	1086	2001
NGO0684	1715	2653	1467	1479	1162	2110
NGO0685	2099	2940	1931	1591	1194	2646
NGO0687	7574	13180	7677	4408	5411	12687
NGO0688	2976	4875	2995	2414	2537	4284
NGO0689	11096	18327	10142	6787	9074	14933
NGO0690	5001	10415	5791	4120	3169	8275
NGO0694	3509	8403	4909	2779	2101	5197
NGO0696	2515	4125	3071	1659	2158	2489
NGO0697	2480	3700	2820	1790	1136	3490
NGO0702	2916	4531	2725	1530	2005	4476
NGO0704	3951	3597	2989	1464	2272	2133
NGO0710	855	1157	866	438	567	824
NGO0711	943	1369	861	465	630	990
NGO0712	35	99	34	29	29	61
NGO0713	8447	6111	5747	2167	4621	5789
NGO0714	18178	22001	13474	11086	15465	15613
NGO0715	20867	40016	18403	10032	19916	26742
NGO0716	7017	11311	5229	4037	5628	7795
NGO0717	12065	19013	8567	5600	10965	11800
NGO0718	7385	10278	5377	3890	6599	7395
NGO0719	10215	13206	7711	5023	10423	9423
NGO0721	1857	2272	1493	845	963	1457
NGO0727	18	6	13	9	8	11
NGO0729	84	145	115	225	51	117
NGO0730	1142	1799	1190	783	1081	1559
NGO0732	7325	10947	10521	7358	4228	8375
NGO0734	1435	1927	1388	737	930	1451
NGO0736	114	229	200	82	64	95
NGO0738	606	1607	873	993	448	1046
NGO0739	2475	3601	2439	1857	1452	3452
NGO0740	1055	1263	1000	815	544	875
NGO0741	12708	20770	11776	8867	7242	17197
NGO0742	5969	10947	4989	2730	2877	10828
NGO0743	3416	3432	2544	1643	2795	2548
NGO0744	2013	2119	1726	1214	1092	1911
NGO0745	141	254	176	175	182	156
NGO0746	1156	2334	1191	1388	1017	1523
NGO0747	870	1585	890	828	430	1248
NGO0748	765	1297	842	638	473	1101
NGO0751	438	600	562	268	202	425
NGO0752	496	536	471	304	196	535
NGO0753	1502	1976	1540	937	862	1589
NGO0754	590	1354	673	482	494	739
NGO0755	1718	4555	1741	1381	952	3727
NGO0756	1245	2698	1382	921	1042	2240
NGO0757	5901	9981	7515	3522	2473	6887
NGO0758	6203	13021	7066	3829	5124	7483
NGO0760	1259	1077	1144	677	753	865
NGO0761	625	768	665	491	206	640
NGO0763	3722	3212	2856	1834	3768	2316
NGO0764	17352	24004	14834	9254	10500	18471
NGO0765	2315	3944	2558	1451	791	3119
NGO0766	12066	21364	10843	8836	7705	16467
NGO0767	939	1615	730	798	645	925
NGO0769	5924	13511	6410	5442	4946	7377
NGO0770	2574	4439	2227	2273	2808	2509
NGO0771	7251	10799	6388	5452	6049	8510
NGO0773	2000	3043	2240	1321	1338	2631
NGO0775	21408	31375	26238	19735	16860	35946
NGO0777	82134	151684	81226	38684	27924	144212
NGO0778	1119	1423	859	646	622	1364
NGO0779	6211	11515	4861	4600	4459	8228
NGO0781	8450	13133	8661	5139	4690	10788
NGO0783	3627	4880	4095	2031	1786	4381
NGO0786	581	1453	624	498	338	996
NGO0794	2719	4383	2449	2117	1458	2667
NGO0795	2187	3389	1664	1162	1095	2332
NGO0797	589	728	497	337	450	369
NGO0798	2965	3397	2201	1272	1628	1989
NGO0799	15919	23635	13636	10562	10182	20642
NGO0801	9261	12108	7946	4633	8476	6515
NGO0803	26348	32282	19738	17497	18894	21756
NGO0804	629	1561	704	624	343	1084
NGO0805	907	754	1051	518	625	581
NGO0806	183	387	159	120	113	284
NGO0809	9567	9495	7091	4143	7249	7501
NGO0812	845	1243	780	528	419	985
NGO0813	4910	5787	4227	2766	3092	3914
NGO0815	9216	12536	7291	5561	8498	8947
NGO0816	124	434	181	353	57	190
NGO0818	137	546	232	175	245	266
NGO0819	1691	3531	1893	1440	1229	2109
NGO0820	1229	2220	1190	1121	1078	1095
NGO0821	11930	24733	12576	8517	7322	16585
NGO0822	521	1043	668	427	228	936
NGO0823	3243	5787	3040	1963	1922	4657
NGO0825	2206	3121	1889	1124	1618	2622
NGO0826	1868	3447	1947	1506	1372	2451
NGO0827	1252	1645	1355	725	1607	1248
NGO0829	9664	11758	8830	6440	6916	9172
NGO0830	3529	6574	2985	2644	2628	5275
NGO0831	2400	2187	1708	1322	1995	1525
